2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,5,
2,6,5,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,2,5,5,7,2,5,
2,5,3,5,4,2,4,3,4,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,7,2,5,5,2,11,5,1,2,2,
2,5,5,5,3,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,2,5,2,5,5,4,1,2,
2,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,5,5,5,2,5,2,5,2,2,2,2,
2,2,4,2,2,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,2,5,5,5,2,5,5,5,
1,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,2,4,2,5,5,5,5,5,2,2,2,5,5,5,2,5,2,2,2,5,5,5,
1,2,1,5,4,4,5,2,5,5,4,4,4,5,5,5,5,5,2,2,4,2,5,5,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,
1,2,1,5,5,5,5,2,5,5,4,3,4,5,5,5,5,5,2,1,13,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,9,1,5,5,5,5,2,5,2,4,4,4,2,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,2,1,3,5,5,5,2,5,2,2,13,2,2,5,5,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,2,3,4,2,3,4,2,5,5,5,5,5,5,5,2,12,2,2,2,13,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,2,4,3,2,4,3,2,5,5,5,5,5,5,5,2,5,4,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,2,2,5,5,2,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,2,4,2,5,2,7,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,2,5,4,2,2,2,13,2,2,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,
5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,2,3,5,5,2,5,5,5,2,5,5,5,5,5,2,4,2,5,5,2,2,2,2,5,
5,5,5,2,5,5,4,4,4,5,5,2,5,5,5,5,2,2,2,5,2,2,5,2,12,2,5,5,5,5,5,2,4,2,2,2,2,11,4,2,2,
5,5,5,2,5,5,4,7,4,5,5,2,5,5,5,5,2,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,4,5,5,7,5,5,5,5,2,
5,5,5,2,5,5,4,3,4,5,5,2,5,5,5,5,2,5,2,2,2,5,12,2,5,2,5,5,5,5,5,2,2,5,5,5,5,2,5,5,2,
5,5,5,2,5,2,2,2,2,2,5,2,5,5,5,5,2,5,5,3,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,2,5,5,2,
5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2
