2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,5,5,4,5,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,4,1,5,2,4,4,4,7,8,1,5,5,1,2,5,11,5,2,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,6,5,5,2,3,3,3,3,2,1,5,5,1,2,5,5,5,2,5,5,5,5,5,2,5,5,5,8,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,3,5,2,1,1,1,1,2,1,5,5,1,8,5,3,5,2,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,2,1,1,1,1,2,1,7,1,1,2,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,2,5,2,2,2,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,4,3,2,2,5,2,2,2,5,5,4,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,
2,5,5,5,5,2,5,5,5,5,2,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,2,5,5,2,
9,5,5,5,5,2,5,5,5,5,10,5,8,5,5,2,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,2,5,5,2,
2,5,5,5,5,8,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,8,5,5,5,2,5,5,2,5,5,2,
2,5,5,3,5,2,5,5,5,5,5,5,5,0,5,2,5,5,5,2,5,5,8,5,5,5,5,2,5,5,5,5,5,5,2,5,5,2,5,5,2,
2,2,2,2,8,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,2,5,5,5,5,5,2,2,5,5,2,2,5,2,
1,2,5,1,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,
1,2,5,5,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
1,9,5,5,8,8,5,5,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,5,5,2,2,2,2,2,
1,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,2,2,5,5,5,2,
2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
